CONTENT ID,CONTENT TYPE,MIRNA ID,SPECIES,EXPERIMENT ID,METHODS,Entrez GENE ID,COMMENTS
9660.0,mirna,mmu-miR-6349,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9661.0,mirna,mmu-miR-3104-5p,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9662.0,mirna,mmu-miR-326-5p,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9663.0,mirna,mmu-miR-5131,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9664.0,mirna,mmu-miR-125a-3p,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9665.0,mirna,mmu-miR-762,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9666.0,mirna,mmu-miR-2136,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9667.0,mirna,mmu-miR-744-5p,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9668.0,mirna,mmu-miR-17-5p,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9669.0,mirna,mmu-miR-680,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9670.0,mirna,mmu-miR-5622-3p,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9671.0,mirna,mmu-miR-6406,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9672.0,mirna,mmu-miR-19b-3p,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9673.0,mirna,mmu-miR-665-3p,Mus musculus,758.0,Microarray,NOTFOUND,NOT FOUND
9674.0,mirna,hsa-miR-638,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9675.0,mirna,hsa-miR-1915,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9676.0,mirna,hsa-miR-149,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9677.0,mirna,hsa-miR-2861,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9678.0,mirna,hsa-miR-3196,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9679.0,mirna,hsa-let-7b,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9680.0,mirna,hsa-miR-1975,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9681.0,mirna,hsa-miR-1281,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9682.0,mirna,hsa-miR-762,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9683.0,mirna,hsa-miR-1908,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9684.0,mirna,hsa-miR-23b,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9685.0,mirna,hsa-miR-1228,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9686.0,mirna,hsa-miR-320b,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9687.0,mirna,hsa-miR-320c,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9688.0,mirna,hsa-miR-92a,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9689.0,mirna,hsa-miR-320a,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9690.0,mirna,hsa-miR-1469,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9691.0,mirna,hsa-miR-99b,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9692.0,mirna,hsa-miR-191,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9693.0,mirna,hsa-miR-1184,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9694.0,mirna,hsa-miR-23a,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9695.0,mirna,hsa-miR-24,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9696.0,mirna,hsa-miR-4281,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9697.0,mirna,hsa-let-7e,Homo sapiens,904.0,Microarray,NOTFOUND,NOT FOUND
9698.0,mirna,miR-1227-3p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9699.0,mirna,miR-4691-5p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9700.0,mirna,miR-219a-5p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9701.0,mirna,miR-4728-3p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9702.0,mirna,miR-103-3p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9703.0,mirna,miR-3622a-3p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9704.0,mirna,miR-4749-3p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9705.0,mirna,miR-125b-5p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9706.0,mirna,miR-3926,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9707.0,mirna,miR-224-5p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9708.0,mirna,miR-4723-5p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9709.0,mirna,miR-16-5p ,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9710.0,mirna,miR-3690,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9711.0,mirna,miR-208a-3p ,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9712.0,mirna,miR-4716-3p ,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9713.0,mirna,miR-4525,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9714.0,mirna,miR-2355-5p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9715.0,mirna,miR-4782-5p ,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9716.0,mirna,miR-155-5p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9717.0,mirna,miR-503-5p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9718.0,mirna,miR-199a-5p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9719.0,mirna,miR-539-5p ,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9720.0,mirna,miR-874-3p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9721.0,mirna,miR-4664-5p ,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9722.0,mirna,miR-4747-5p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9723.0,mirna,miR-516b-5p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9724.0,mirna,miR-126-3p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9725.0,mirna,miR-122-5p,Homo sapiens,1198.0,Microarray,NOTFOUND,NOT FOUND
9726.0,mirna,miR-1227-3p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9727.0,mirna,miR-4691-5p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9728.0,mirna,miR-219a-5p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9729.0,mirna,miR-4728-3p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9730.0,mirna,miR-103-3p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9731.0,mirna,miR-3622a-3p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9732.0,mirna,miR-4749-3p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9733.0,mirna,miR-125b-5p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9734.0,mirna,miR-3926,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9735.0,mirna,miR-224-5p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9736.0,mirna,miR-4723-5p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9737.0,mirna,miR-16-5p ,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9738.0,mirna,miR-3690,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9739.0,mirna,miR-208a-3p ,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9740.0,mirna,miR-4716-3p ,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9741.0,mirna,miR-4525,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9742.0,mirna,miR-2355-5p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9743.0,mirna,miR-4782-5p ,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9744.0,mirna,miR-155-5p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9745.0,mirna,miR-503-5p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9746.0,mirna,miR-199a-5p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9747.0,mirna,miR-539-5p ,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9748.0,mirna,miR-874-3p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9749.0,mirna,miR-4664-5p ,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9750.0,mirna,miR-4747-5p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9751.0,mirna,miR-516b-5p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9752.0,mirna,miR-126-3p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9753.0,mirna,miR-122-5p,Homo sapiens,1199.0,Microarray,NOTFOUND,NOT FOUND
9754.0,mirna,mir-449C,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9755.0,mirna,mir-2278,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9756.0,mirna,mir-1976,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9757.0,mirna,mir-1973,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9758.0,mirna,mir-1915,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9759.0,mirna,mir-1909,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9760.0,mirna,mir-1908,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9761.0,mirna,mir-1469,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9762.0,mirna,mir-320D,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9763.0,mirna,mir-128D,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9764.0,mirna,mir-1274B,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9765.0,mirna,mir-1274A,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9766.0,mirna,mir-1268,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9767.0,mirna,mir-1203,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9768.0,mirna,mir-1228,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9769.0,mirna,mir-328-5P,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9770.0,mirna,mir-149 ,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9771.0,mirna,mir-92B,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9772.0,mirna,mir-513A-5P,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9773.0,mirna,mir-508-5P,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9774.0,mirna,mir-494,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9775.0,mirna,miR-34A,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9776.0,mirna,mir-26A,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9777.0,mirna,mir-181B,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9778.0,mirna,mir-301A,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9779.0,mirna,mir-654-5P,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9780.0,mirna,mir-625,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9781.0,mirna,mir-106B,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9782.0,mirna,mir-612,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9783.0,mirna,mir-602,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9784.0,mirna,mir-15B,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9785.0,mirna,mir-93,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9786.0,mirna,mir-16,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9787.0,mirna,mir-130A,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9788.0,mirna,LET-7A,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9789.0,mirna,LET-7D,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9790.0,mirna,LET-7E,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9791.0,mirna,LET-7F,Homo sapiens,1254.0,Microarray,NOTFOUND,NOT FOUND
9792.0,mirna,mir-449C,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9793.0,mirna,mir-2278,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9794.0,mirna,mir-1976,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9795.0,mirna,mir-1973,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9796.0,mirna,mir-1915,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9797.0,mirna,mir-1909,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9798.0,mirna,mir-1908,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9799.0,mirna,mir-1469,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9800.0,mirna,mir-320D,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9801.0,mirna,mir-128D,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9802.0,mirna,mir-1274B,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9803.0,mirna,mir-1274A,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9804.0,mirna,mir-1268,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9805.0,mirna,mir-1203,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9806.0,mirna,mir-1228,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9807.0,mirna,mir-328-5P,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9808.0,mirna,mir-92B,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9809.0,mirna,mir-513A-5P,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9810.0,mirna,mir-508-5P,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9811.0,mirna,mir-494,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9812.0,mirna,miR-34A,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9813.0,mirna,mir-26A,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9814.0,mirna,mir-198,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9815.0,mirna,mir-181B,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9816.0,mirna,mir-301A,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9817.0,mirna,mir-654-5P,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9818.0,mirna,mir-625,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9819.0,mirna,mir-106B,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9820.0,mirna,mir-612,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9821.0,mirna,mir-602,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9822.0,mirna,mir-15B,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9823.0,mirna,mir-93,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9824.0,mirna,mir-16,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9825.0,mirna,mir-130A,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9826.0,mirna,LET-7A,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9827.0,mirna,LET-7D,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9828.0,mirna,LET-7E,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9829.0,mirna,LET-7F,Homo sapiens,1255.0,Microarray,NOTFOUND,NOT FOUND
9830.0,mirna,hsa.miR.106a,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9831.0,mirna, hsa.miR.130b ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9832.0,mirna,hsa.miR.151.3p,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9833.0,mirna, hsa.miR.151.5p ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9834.0,mirna,hsa.miR.16 ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9835.0,mirna, hsa.miR.181a ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9836.0,mirna,hsa.miR.18b ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9837.0,mirna,hsa.miR.193a.5p,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9838.0,mirna, hsa.miR.193a.3p ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9839.0,mirna, hsa.miR.335 ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9840.0,mirna,hsa.miR.378a.5p,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9841.0,mirna, hsa.miR.378a.3p ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9842.0,mirna, hsa.miR.452 ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9843.0,mirna,hsa.miR.502.5p,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9844.0,mirna, hsa.miR.502.3p ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9845.0,mirna,hsa.mir.5100 ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9846.0,mirna,hsa.miR.877,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9847.0,mirna, hsa.miR.93 ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9848.0,mirna,hsa.miR.9.3p ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9849.0,mirna,hsa.miR.9.5p ,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9850.0,mirna,hsa-mir-21,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9851.0,mirna,hsa-mir-99a,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9852.0,mirna,hsa-mir-23a,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9853.0,mirna,hsa-mir-30a,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9854.0,mirna,hsa-mir-30d,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9855.0,mirna,hsa-mir-30b,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9856.0,mirna,hsa-mir-22,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9857.0,mirna,hsa-mir-125a,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9858.0,mirna,hsa-let-7b,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9859.0,mirna,hsa-mir-25,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9860.0,mirna,hsa-mir-221,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9861.0,mirna,hsa-mir-92b,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9862.0,mirna,hsa-mir-135b,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9863.0,mirna,hsa-mir-29a,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9864.0,mirna,hsa-mir-222,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9865.0,mirna,hsa-mir-100,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9866.0,mirna,hsa-mir-451a,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9867.0,mirna,hsa-mir-4301,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9868.0,mirna,hsa-mir-27b,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9869.0,mirna,hsa-mir-15b,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9870.0,mirna,hsa-mir-23b,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9871.0,mirna,hsa-mir-5096,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9872.0,mirna,hsa-mir-3676,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9873.0,mirna,hsa-mir-30e,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9874.0,mirna,hsa-mir-374b,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9875.0,mirna,hsa-mir-339,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9876.0,mirna,hsa-mir-191,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9877.0,mirna,hsa-mir-4454,Homo sapiens,1274.0,Microarray|Deep sequencing,NOTFOUND,NOT FOUND
9878.0,mirna,miR-1275,Homo sapiens,688.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9879.0,mirna,miR-21-5P,Homo sapiens,688.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9880.0,mirna,miR-23-3p,Homo sapiens,688.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9881.0,mirna,miR-3940-5P,Homo sapiens,688.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9882.0,mirna,miR-4708-3P,Homo sapiens,688.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9883.0,mirna,miR-548-ap-5P,Homo sapiens,688.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9884.0,mirna,miR-642b-5P,Homo sapiens,688.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9885.0,mirna,miR-1275,Homo sapiens,689.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9886.0,mirna,miR-21-5P,Homo sapiens,689.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9887.0,mirna,miR-23-3p,Homo sapiens,689.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9888.0,mirna,miR-3940-5P,Homo sapiens,689.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9889.0,mirna,miR-4708-3P,Homo sapiens,689.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9890.0,mirna,miR-548-ap-5P,Homo sapiens,689.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9891.0,mirna,miR-642b-5P,Homo sapiens,689.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9892.0,mirna,miR-1275,Homo sapiens,690.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9893.0,mirna,miR-21-5P,Homo sapiens,690.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9894.0,mirna,miR-23-3p,Homo sapiens,690.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9895.0,mirna,miR-3940-5P,Homo sapiens,690.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9896.0,mirna,miR-4708-3P,Homo sapiens,690.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9897.0,mirna,miR-548-ap-5P,Homo sapiens,690.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9898.0,mirna,miR-642b-5P,Homo sapiens,690.0,Microarray|qRT-PCR,NOTFOUND,NOT FOUND
9899.0,mirna,miR-122-5p,Homo sapiens,753.0,PCR,NOTFOUND,NOT FOUND
9900.0,mirna,miR-122-5p,Homo sapiens,755.0,PCR,NOTFOUND,NOT FOUND
9901.0,mirna,let-7a,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9902.0,mirna,let-7b,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9903.0,mirna,let-7c,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9904.0,mirna,miR-16a,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9905.0,mirna,miR-19b,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9906.0,mirna,miR-21,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9907.0,mirna,miR-23a,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9908.0,mirna,miR-29a,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9909.0,mirna,miR-30a,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9910.0,mirna,miR-31a,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9911.0,mirna,miR-125a,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9912.0,mirna,miR-148a,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9913.0,mirna,miR-151,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9914.0,mirna,miR-191,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9915.0,mirna,miR-423,Ovis aries,874.0,RNA sequencing,NOTFOUND,NOT FOUND
9916.0,mirna,let-7a,Ovis aries,875.0,RNA sequencing,NOTFOUND,NOT FOUND
9917.0,mirna,let-7b,Ovis aries,875.0,RNA sequencing,NOTFOUND,NOT FOUND
9918.0,mirna,let-7c,Ovis aries,875.0,RNA sequencing,NOTFOUND,NOT FOUND
9919.0,mirna,miR-16a,Ovis aries,875.0,RNA sequencing,NOTFOUND,NOT FOUND
9920.0,mirna,miR-19b,Ovis aries,875.0,RNA sequencing,NOTFOUND,NOT FOUND
9921.0,mirna,miR-21,Ovis aries,875.0,RNA sequencing,NOTFOUND,NOT FOUND
